Year,ICPSR State Code,Alphanumeric State Code,State,VEP Total Ballots Counted,VEP Highest Office,VAP Highest Office,Total Ballots Counted,Highest Office,Voting-Eligible Population (VEP),Voting-Age Population (VAP),% Non-citizen,Prison,Probation,Parole,Total Ineligible Felon,Overseas Eligible
1992,21,14,Illinois,63.60%,62.20%,58.10%,"5,164,357","5,050,157","8,113,900","8,688,184",6.20%,"31,640",0,0,"31,640",
1992,22,15,Indiana,56.40%,55.40%,54.50%,"2,347,912","2,305,871","4,162,678","4,230,602",1.30%,"13,945",0,0,"13,945",
1992,31,16,Iowa,66.10%,65.80%,64.50%,"1,360,856","1,354,607","2,057,690","2,098,809",1.30%,"4,518","14,084","2,065","13,625",
1992,32,17,Kansas,64.10%,63.90%,62.30%,"1,161,044","1,157,335","1,810,750","1,857,444",2.20%,"6,028",0,0,"6,028",
1992,51,18,Kentucky,,53.80%,53.00%,,"1,492,900","2,772,600","2,814,763",0.80%,"10,364","10,750","3,684","19,423",
1992,45,19,Louisiana,60.00%,59.70%,58.40%,"1,799,596","1,790,017","2,997,301","3,063,068",1.50%,"20,980",0,0,"20,980",
1992,2,20,Maine,,74.30%,73.10%,,"679,499","915,082","928,998",1.50%,0,0,0,0,
1992,52,21,Maryland,58.10%,57.70%,53.70%,"1,999,486","1,985,046","3,440,015","3,695,298",4.90%,"19,977","82,948","13,058","74,509",
1992,3,22,Massachusetts,64.90%,63.80%,59.80%,"2,822,962","2,773,700","4,346,897","4,640,629",6.30%,0,0,0,0,
1992,23,23,Michigan,64.00%,63.00%,61.10%,"4,341,909","4,274,673","6,786,593","6,990,822",2.40%,"39,113",0,0,"39,113",
1992,33,24,Minnesota,73.90%,73.70%,71.20%,"2,355,796","2,347,948","3,187,255","3,298,080",2.10%,"3,822","72,938","1,901","42,192",
1992,46,25,Mississippi,54.30%,52.90%,52.20%,"1,008,019","981,793","1,854,797","1,882,100",0.60%,"8,905","8,031","2,357","15,278",
1992,34,26,Missouri,,63.10%,61.60%,,"2,391,565","3,792,675","3,880,005",1.10%,"16,195","32,692","11,671","44,212",
1992,64,27,Montana,70.40%,69.20%,68.50%,"417,564","410,611","593,345","599,859",0.80%,"1,548",0,0,"1,548",
1992,35,28,Nebraska,64.80%,64.20%,62.60%,"744,548","737,546","1,149,525","1,178,965",1.60%,"2,514","15,386",697,"10,904",
1992,65,29,Nevada,54.60%,53.90%,49.30%,"513,387","506,318","940,066","1,028,056",7.20%,"6,049","8,533","3,246","13,562",
1992,4,30,New Hampshire,67.00%,66.10%,64.50%,"545,197","537,943","814,160","833,997",2.20%,"1,777",0,0,"1,777",
1992,12,31,New Jersey,62.00%,61.90%,55.70%,"3,348,312","3,343,594","5,398,559","6,000,364",8.10%,"22,653","108,093","36,120","112,820",
1992,66,32,New Mexico,55.00%,53.10%,50.40%,"590,901","569,986","1,073,421","1,131,081",4.40%,"3,271","6,921","1,331","8,063",
1992,13,33,New York,57.80%,56.60%,50.20%,"7,068,630","6,926,925","12,227,775","13,799,670",10.60%,"61,736",0,"50,004","111,740",
1992,47,34,North Carolina,,51.40%,49.70%,,"2,611,850","5,077,494","5,259,564",2.00%,"20,454","86,371","14,415","78,055",
1992,36,35,North Dakota,68.10%,66.60%,66.00%,"315,199","308,133","462,631","467,130",0.90%,477,0,0,477,
1992,24,36,Ohio,62.50%,61.30%,60.20%,"5,043,094","4,939,967","8,063,595","8,208,502",1.30%,"38,378",0,0,"38,378",
1992,53,37,Oklahoma,63.50%,60.60%,58.80%,"1,455,635","1,390,359","2,293,931","2,366,029",1.80%,"14,821","25,902","2,758","30,530",
1992,72,38,Oregon,69.90%,68.20%,65.30%,"1,498,959","1,462,643","2,144,867","2,241,507",4.00%,"6,583",0,0,"6,583",
1992,14,39,Pennsylvania,,54.90%,53.90%,,"4,949,810","9,010,940","9,188,416",1.70%,"24,974",0,0,"24,974",
1992,5,40,Rhode Island,,62.80%,58.20%,,"453,471","721,593","779,266",6.00%,"2,775","15,585",483,"11,051",
1992,48,41,South Carolina,47.30%,46.10%,44.80%,"1,234,712","1,202,527","2,610,725","2,683,852",1.20%,"18,643","35,587","5,325","41,762",
1992,37,42,South Dakota,,66.70%,66.10%,,"336,254","503,759","508,841",0.70%,"1,487",0,0,"1,487",
1992,54,43,Tennessee,,53.20%,52.00%,,"1,982,638","3,726,024","3,811,036",1.10%,"11,849","38,614","11,819","42,975",
1992,49,44,Texas,,54.20%,48.30%,,"6,154,018","11,356,487","12,747,860",8.10%,"60,467","360,702","121,141","361,959",
1992,67,45,Utah,67.50%,64.00%,61.80%,"784,988","743,999","1,162,363","1,203,861",3.40%,0,0,0,0,
1992,6,46,Vermont,69.70%,69.00%,67.90%,"292,797","289,701","419,810","426,860",1.70%,0,0,0,0,
1992,40,47,Virginia,,55.40%,52.70%,,"2,558,665","4,622,125","4,856,799",3.90%,"21,199","23,510","11,372","44,326",
1992,73,48,Washington,65.00%,64.00%,59.80%,"2,324,907","2,288,230","3,575,852","3,827,227",4.70%,"9,959","103,837","7,850","69,728",
1992,56,49,West Virginia,,50.10%,49.60%,,"683,762","1,365,368","1,377,282",0.50%,"1,674","5,688",988,"5,506",
1992,25,50,Wisconsin,,69.90%,68.20%,,"2,531,114","3,619,273","3,712,414",1.60%,"8,191","40,424","5,560","33,963",
1992,68,51,Wyoming,62.80%,61.90%,60.60%,"203,602","200,617","324,253","331,170",1.10%,"1,063","3,310",404,"3,122",
1990,0,0,United States,0.00%,38.40%,36.50%,,"67,859,189","176,629,259","186,158,841",5.50%,"761,106","1,489,999","395,140","1,901,246","2,659,455"
1990,41,1,Alabama,,41.10%,40.40%,,"1,215,889","2,956,385","3,012,797",0.70%,"15,665","27,686","5,970","35,478",
1990,81,2,Alaska,54.20%,53.40%,51.30%,"197,540","194,750","364,419","379,863",2.80%,"2,622","3,599",568,"4,990",
1990,61,3,Arizona,43.40%,41.80%,39.00%,"1,094,735","1,055,406","2,523,614","2,705,468",5.50%,"14,861","30,397","2,711","32,771",
1990,42,4,Arkansas,,40.70%,39.90%,,"696,209","1,710,799","1,742,746",0.70%,"7,322","15,983","3,971","19,285",
1990,71,5,California,43.50%,42.40%,34.90%,"7,899,131","7,699,420","18,156,500","22,061,053",17.00%,"97,309",0,"67,562","164,871",
1990,62,6,Colorado,44.20%,43.20%,41.80%,"1,046,139","1,022,027","2,366,650","2,447,513",2.90%,"7,671",0,"2,396","10,067",
1990,1,7,Connecticut,48.60%,47.90%,45.00%,"1,159,361","1,141,101","2,383,795","2,538,398",4.70%,"10,500","46,640",291,"34,111",
1990,11,8,Delaware,37.80%,37.00%,35.50%,"183,977","180,152","486,760","507,016",1.90%,"3,471","12,223","1,283","10,866",
1990,55,9,District of Columbia,38.90%,38.30%,34.50%,"171,677","169,066","441,742","489,808",7.80%,"9,947",0,0,"9,947",
1990,43,10,Florida,,38.60%,34.80%,,"3,530,871","9,145,312","10,137,720",8.30%,"44,387","210,781","2,064","151,842",
1990,44,11,Georgia,,31.60%,30.20%,,"1,449,652","4,588,953","4,803,269",2.10%,"22,411","134,840","22,646","112,477",
1990,82,12,Hawaii,45.90%,45.40%,41.70%,"354,144","349,666","770,836","838,633",7.80%,"2,533",0,0,"2,533",
1990,63,13,Idaho,47.60%,46.50%,45.30%,"328,340","320,610","690,154","707,535",2.20%,"1,961",0,0,"1,961",
1990,21,14,Illinois,42.60%,40.60%,38.20%,"3,420,720","3,257,410","8,029,525","8,535,069",5.60%,"27,516",0,0,"27,516",
1990,22,15,Indiana,38.40%,36.80%,36.30%,"1,566,371","1,502,687","4,080,236","4,135,602",1.00%,"12,736",0,0,"12,736",
1990,31,16,Iowa,49.50%,48.40%,47.60%,"1,004,908","983,933","2,030,935","2,065,490",1.00%,"3,967","13,895","2,111","13,026",
1990,32,17,Kansas,45.20%,44.10%,43.20%,"805,251","786,096","1,783,412","1,821,368",1.80%,"5,775",0,0,"5,775",
1990,51,18,Kentucky,,33.60%,33.20%,,"916,010","2,722,356","2,755,670",0.60%,"9,023","7,482","3,183","15,947",
1990,45,19,Louisiana,,47.20%,46.20%,,"1,396,113","2,959,148","3,020,682",1.40%,"18,599",0,0,"18,599",
1990,2,20,Maine,,57.30%,56.50%,,"522,181","910,982","924,839",1.50%,0,0,0,0,
1990,52,21,Maryland,34.50%,32.70%,30.60%,"1,170,867","1,111,088","3,397,126","3,632,477",4.50%,"17,848","82,898","11,192","70,489",
1990,3,22,Massachusetts,55.30%,53.40%,50.30%,"2,424,579","2,341,990","4,384,671","4,660,342",5.90%,0,0,0,0,
1990,23,23,Michigan,39.50%,38.30%,37.30%,"2,641,649","2,564,563","6,693,069","6,872,954",2.10%,"34,267",0,0,"34,267",
1990,33,24,Minnesota,58.80%,57.60%,56.00%,"1,843,104","1,806,777","3,136,830","3,225,335",1.70%,"3,176","59,323","1,873","34,711",
1990,46,25,Mississippi,,20.20%,19.90%,,"368,502","1,824,156","1,850,099",0.50%,"8,375","8,221","3,478","15,964",
1990,34,26,Missouri,,36.20%,35.40%,,"1,352,552","3,740,308","3,821,136",0.90%,"14,943","42,322","9,196","45,300",
1990,64,27,Montana,57.00%,55.70%,55.10%,"326,652","319,336","573,045","579,158",0.80%,"1,425",0,0,"1,425",
1990,35,28,Nebraska,53.40%,52.50%,51.40%,"604,195","593,828","1,131,746","1,154,859",1.10%,"2,403","14,654",632,"10,362",
1990,65,29,Nevada,38.00%,37.40%,34.60%,"325,959","320,743","858,018","926,572",6.10%,"5,322","7,700","2,850","12,022",
1990,4,30,New Hampshire,37.80%,36.20%,35.40%,"307,700","294,819","814,549","832,887",2.00%,"1,342",0,0,"1,342",
1990,12,31,New Jersey,36.80%,35.70%,32.60%,"1,998,894","1,938,454","5,429,251","5,951,541",7.40%,"21,128","72,341","23,298","80,597",
1990,66,32,New Mexico,41.80%,40.00%,38.20%,"429,509","411,236","1,026,902","1,076,522",3.90%,"3,187","6,294","1,224","7,558",
1990,13,33,New York,35.00%,33.10%,29.50%,"4,290,261","4,056,896","12,271,903","13,742,688",10.00%,"54,895",0,"42,837","97,732",
1990,47,34,North Carolina,,41.90%,40.80%,,"2,069,585","4,938,968","5,073,437",1.30%,"18,411","77,829","9,883","67,209",
1990,36,35,North Dakota,52.00%,50.70%,50.20%,"240,301","233,973","461,711","465,851",0.80%,483,0,0,483,
1990,24,36,Ohio,45.40%,43.60%,42.90%,"3,620,469","3,477,650","7,975,680","8,103,382",1.20%,"31,822",0,0,"31,822",
1990,53,37,Oklahoma,41.30%,40.50%,39.40%,"929,639","911,314","2,251,719","2,313,340",1.50%,"12,285","24,411","3,236","27,727",
1990,72,38,Oregon,55.10%,54.10%,52.10%,"1,133,125","1,112,847","2,057,833","2,137,314",3.40%,"6,492",0,0,"6,492",
1990,14,39,Pennsylvania,,34.10%,33.50%,,"3,052,760","8,962,083","9,120,122",1.50%,"22,290",0,0,"22,290",
1990,5,40,Rhode Island,51.70%,50.20%,46.60%,"375,188","364,052","725,084","780,448",5.80%,"2,392","15,366",321,"10,396",
1990,48,41,South Carolina,31.30%,30.00%,29.30%,"793,614","760,965","2,537,384","2,598,170",0.90%,"17,319","32,287","3,543","37,006",
1990,37,42,South Dakota,,52.30%,51.90%,,"258,976","494,849","499,072",0.60%,"1,341",0,0,"1,341",
1990,54,43,Tennessee,,21.80%,21.40%,,"790,441","3,624,940","3,693,970",0.80%,"10,388","32,719","11,327","38,075",
1990,49,44,Texas,,35.30%,31.80%,,"3,892,746","11,034,190","12,232,761",7.20%,"50,042","308,357","109,726","313,947",
1990,67,45,Utah,42.20%,40.70%,39.60%,"457,983","442,213","1,086,050","1,116,922",2.80%,0,0,0,0,
1990,6,46,Vermont,52.30%,50.90%,50.10%,"217,384","211,422","415,564","422,130",1.60%,0,0,0,0,
1990,40,47,Virginia,,25.50%,24.50%,,"1,152,854","4,512,504","4,715,129",3.50%,"17,593","21,303","9,048","37,293",
1990,73,48,Washington,39.80%,38.40%,36.10%,"1,362,651","1,313,217","3,421,256","3,634,031",4.20%,"7,995","84,817","9,615","60,019",
1990,56,49,West Virginia,,30.00%,29.80%,,"404,305","1,347,723","1,358,773",0.40%,"1,565","5,059","1,000","5,095",
1990,25,50,Wisconsin,,39.00%,38.10%,,"1,379,727","3,541,548","3,617,625",1.40%,"7,465","29,370","4,099","26,249",
1990,68,51,Wyoming,52.50%,51.20%,50.20%,"164,309","160,109","312,961","319,255",1.10%,"1,110","2,980",313,"2,913",
1988,0,0,United States,0.00%,52.80%,50.30%,,"91,594,691","173,579,281","181,955,484",5.10%,"616,785","1,319,935","317,223","1,593,976","2,527,370"
1988,41,1,Alabama,,47.50%,46.70%,,"1,378,476","2,901,744","2,949,934",0.60%,"12,610","25,301","4,701","29,962",
1988,81,2,Alaska,57.30%,56.40%,54.20%,"203,433","200,116","355,023","369,260",2.60%,"2,588","2,994",498,"4,583",
1988,61,3,Arizona,49.10%,47.70%,44.90%,"1,204,169","1,171,873","2,454,254","2,609,995",5.00%,"12,095","25,446","1,669","26,487",
1988,42,4,Arkansas,,49.00%,48.20%,,"827,738","1,689,491","1,717,388",0.60%,"5,519","15,931","3,840","17,325",
1988,71,5,California,57.50%,55.70%,46.50%,"10,194,539","9,887,065","17,738,700","21,249,801",15.90%,"76,171",0,"49,364","125,535",
1988,62,6,Colorado,60.80%,59.00%,57.30%,"1,416,265","1,372,394","2,327,768","2,396,786",2.60%,"5,765",0,"1,743","7,508",
1988,1,7,Connecticut,61.40%,60.70%,57.20%,"1,461,962","1,443,394","2,379,699","2,525,021",4.50%,"8,005","46,086",371,"31,419",
1988,11,8,Delaware,54.00%,52.90%,51.00%,"254,973","249,891","472,441","489,696",1.70%,"3,197","9,576","1,093","9,078",
1988,55,9,District of Columbia,43.50%,42.50%,38.40%,"197,135","192,877","453,636","502,362",7.20%,"8,831",0,"3,949","12,780",
1988,43,10,Florida,,49.00%,44.60%,,"4,302,313","8,777,510","9,651,236",7.80%,"34,732","165,475","2,562","120,032",
1988,44,11,Georgia,,40.60%,39.10%,,"1,809,672","4,459,739","4,631,342",1.70%,"18,787","121,559","11,308","90,875",
1988,82,12,Hawaii,49.80%,47.90%,44.10%,"368,567","354,461","739,890","803,568",7.60%,"2,300",0,0,"2,300",
1988,63,13,Idaho,63.10%,61.30%,59.90%,"421,213","408,968","667,345","682,522",2.00%,"1,581",0,0,"1,581",
1988,21,14,Illinois,59.10%,57.30%,54.20%,"4,697,192","4,559,120","7,950,848","8,410,414",5.20%,"21,081",0,0,"21,081",
1988,22,15,Indiana,55.60%,54.30%,53.60%,"2,222,811","2,168,621","3,996,319","4,045,785",0.90%,"11,406",0,0,"11,406",
1988,31,16,Iowa,61.40%,60.60%,59.70%,"1,240,854","1,225,614","2,021,793","2,052,326",0.90%,"3,034","13,099","1,945","11,529",
1988,32,17,Kansas,,56.00%,54.90%,,"993,044","1,774,451","1,808,604",1.60%,"5,817",0,0,"5,817",
1988,51,18,Kentucky,,49.30%,48.80%,,"1,322,517","2,680,364","2,709,782",0.60%,"7,119","7,398","3,443","14,261",
1988,45,19,Louisiana,,55.40%,54.20%,,"1,628,202","2,941,023","3,005,785",1.40%,"16,242",0,"7,387","23,629",
1988,2,20,Maine,,62.50%,61.50%,,"555,035","888,612","901,850",1.50%,0,0,0,0,
1988,52,21,Maryland,52.50%,51.60%,48.50%,"1,747,350","1,714,358","3,325,582","3,535,730",4.20%,"14,276","78,619","9,225","62,811",
1988,3,22,Massachusetts,61.30%,60.00%,56.70%,"2,689,857","2,632,801","4,385,728","4,642,061",5.50%,0,0,0,0,
1988,23,23,Michigan,56.70%,55.50%,54.20%,"3,745,751","3,669,163","6,608,812","6,773,776",2.00%,"27,612",0,0,"27,612",
1988,33,24,Minnesota,68.80%,67.90%,66.20%,"2,125,119","2,096,790","3,087,194","3,166,668",1.50%,"2,799","56,901","1,639","32,889",
1988,46,25,Mississippi,,52.00%,51.30%,,"931,527","1,792,847","1,815,826",0.50%,"7,384","6,854","3,177","13,988",
1988,34,26,Missouri,,56.60%,55.50%,,"2,093,713","3,696,905","3,769,751",0.90%,"12,176","42,728","7,207","40,747",
1988,64,27,Montana,66.70%,64.40%,63.70%,"378,981","365,674","568,014","573,791",0.80%,"1,272",0,0,"1,272",
1988,35,28,Nebraska,60.30%,58.80%,57.80%,"678,669","661,465","1,125,252","1,144,305",0.90%,"2,156","11,411",447,"8,309",
1988,65,29,Nevada,46.10%,45.60%,42.50%,"354,261","350,067","768,131","823,940",5.50%,"4,881","7,032","2,100","10,497",
1988,4,30,New Hampshire,57.80%,56.40%,55.20%,"462,503","451,074","800,468","817,358",1.90%,"1,019",0,0,"1,019",
1988,12,31,New Jersey,57.10%,57.00%,52.50%,"3,102,502","3,099,553","5,435,008","5,904,776",6.90%,"16,936","57,903","18,463","64,351",
1988,66,32,New Mexico,53.40%,52.00%,49.80%,"535,694","521,287","1,002,876","1,046,754",3.60%,"2,825","5,312","1,230","6,711",
1988,13,33,New York,54.00%,52.70%,47.50%,"6,636,310","6,485,683","12,300,666","13,659,215",9.40%,"44,560",0,"33,962","78,522",
1988,47,34,North Carolina,,44.50%,43.50%,,"2,134,370","4,794,041","4,903,045",1.10%,"17,078","67,164","6,191","56,851",
1988,36,35,North Dakota,66.20%,63.70%,63.20%,"309,100","297,261","466,684","470,652",0.70%,466,0,0,466,
1988,24,36,Ohio,57.30%,55.80%,55.00%,"4,505,284","4,393,585","7,869,099","7,986,220",1.10%,"26,462",0,0,"26,462",
1988,53,37,Oklahoma,53.10%,52.10%,50.90%,"1,192,815","1,171,036","2,245,785","2,300,258",1.30%,"10,448","23,341","1,455","23,574",
1988,72,38,Oregon,62.30%,60.60%,58.50%,"1,235,199","1,201,694","1,982,355","2,055,379",3.10%,"5,991",0,"3,790","9,781",
1988,14,39,Pennsylvania,,51.00%,50.20%,,"4,536,251","8,892,826","9,037,056",1.40%,"17,900",0,0,"17,900",
1988,5,40,Rhode Island,57.60%,56.10%,52.50%,"415,963","404,620","721,773","771,407",5.50%,"1,906","9,824",442,"7,260",
1988,48,41,South Carolina,42.50%,40.20%,39.40%,"1,041,846","986,009","2,453,644","2,504,635",0.80%,"13,888","26,260","3,626","30,644",
1988,37,42,South Dakota,,63.40%,62.90%,,"312,991","494,034","497,633",0.50%,"1,020",0,0,"1,020",
1988,54,43,Tennessee,,46.10%,45.30%,,"1,636,250","3,551,452","3,609,081",0.70%,"7,732","28,282","9,529","31,402",
1988,49,44,Texas,,50.10%,45.70%,,"5,427,410","10,833,436","11,877,787",6.60%,"40,437","288,906","77,827","262,717",
1988,67,45,Utah,63.40%,62.00%,60.50%,"661,546","647,008","1,043,170","1,069,800",2.50%,0,0,0,0,
1988,6,46,Vermont,66.70%,60.10%,59.20%,"270,148","243,328","404,795","411,136",1.50%,0,0,0,0,
1988,40,47,Virginia,,49.80%,47.90%,,"2,191,609","4,396,900","4,571,637",3.20%,"14,184","17,945","6,576","29,733",
1988,73,48,Washington,58.60%,56.80%,53.80%,"1,923,043","1,865,253","3,282,173","3,465,082",3.90%,"5,816","64,257","10,745","48,690",
1988,56,49,West Virginia,,48.50%,48.10%,,"653,311","1,347,692","1,358,249",0.40%,"1,455","4,811",807,"4,668",
1988,25,50,Wisconsin,,62.80%,61.60%,,"2,191,608","3,489,742","3,558,322",1.30%,"6,353","26,305","4,128","23,634",
1988,68,51,Wyoming,59.20%,56.00%,55.10%,"186,417","176,551","315,073","320,695",1.00%,945,"2,186",333,"2,371",
1986,0,0,United States,0.00%,38.10%,36.50%,,"64,991,128","170,396,029","177,922,330",4.70%,"535,547","1,177,814","242,663","1,367,117","2,216,053"
1986,41,1,Alabama,,43.10%,42.50%,,"1,236,230","2,869,652","2,911,819",0.60%,"11,710","21,371","3,038","25,434",
1986,81,2,Alaska,51.90%,51.40%,49.60%,"182,526","180,801","351,841","364,871",2.50%,"2,460","2,885",119,"4,022",
1986,61,3,Arizona,38.40%,37.40%,35.30%,"889,668","866,984","2,319,046","2,452,624",4.60%,"9,434","20,283","2,034","21,610",
1986,42,4,Arkansas,,41.40%,40.80%,,"695,487","1,681,564","1,706,578",0.60%,"4,701","12,700","4,023","15,074",
1986,71,5,California,44.40%,43.40%,36.80%,"7,617,142","7,443,551","17,166,275","20,222,886",14.70%,"59,484",0,"33,172","92,656",
1986,62,6,Colorado,47.50%,45.90%,44.70%,"1,096,867","1,060,765","2,309,652","2,372,880",2.40%,"3,804",0,"1,827","5,631",
1986,1,7,Connecticut,43.70%,42.40%,40.10%,"1,025,605","993,692","2,344,327","2,479,722",4.30%,"6,905","41,304",603,"28,160",
1986,11,8,Delaware,36.30%,35.30%,34.10%,"165,563","160,757","455,609","470,828",1.60%,"2,833","7,985",978,"7,804",
1986,55,9,District of Columbia,28.80%,28.30%,25.90%,"134,158","131,802","465,993","508,553",6.50%,"6,618",0,"2,980","9,598",
1986,43,10,Florida,,40.90%,37.50%,,"3,429,996","8,384,015","9,158,241",7.30%,"32,237","139,859","3,478","105,645",
1986,44,11,Georgia,,28.50%,27.50%,,"1,224,948","4,300,049","4,450,093",1.50%,"16,922","109,485","10,421","82,086",
1986,82,12,Hawaii,48.10%,46.70%,43.10%,"344,416","334,115","715,459","775,534",7.50%,"2,180",0,0,"2,180",
1986,63,13,Idaho,59.30%,58.40%,57.20%,"392,909","387,426","663,126","677,205",1.90%,"1,448",0,0,"1,448",
1986,21,14,Illinois,42.00%,39.70%,37.70%,"3,322,657","3,144,185","7,912,733","8,343,755",4.90%,"19,456",0,0,"19,456",
1986,22,15,Indiana,41.10%,39.40%,39.00%,"1,619,005","1,555,505","3,943,714","3,990,379",0.90%,"10,175",0,0,"10,175",
1986,31,16,Iowa,45.60%,45.10%,44.40%,"922,094","910,623","2,020,678","2,049,547",0.90%,"2,777","12,584","1,929","10,998",
1986,32,17,Kansas,,47.80%,47.00%,,"840,605","1,757,001","1,788,426",1.50%,"5,345",0,0,"5,345",
1986,51,18,Kentucky,,25.50%,25.20%,,"677,280","2,661,218","2,687,605",0.50%,"5,288","6,841","3,370","12,079",
1986,45,19,Louisiana,,45.40%,44.60%,,"1,369,897","3,014,498","3,069,021",1.30%,"14,300",0,0,"14,300",
1986,2,20,Maine,,49.70%,49.00%,,"426,861","858,200","870,604",1.40%,0,0,0,0,
1986,52,21,Maryland,36.10%,34.60%,32.70%,"1,161,136","1,112,637","3,216,833","3,401,061",3.80%,"13,326","69,134","7,494","55,387",
1986,3,22,Massachusetts,41.10%,38.90%,36.90%,"1,777,276","1,684,079","4,326,264","4,560,556",5.10%,0,0,0,0,
1986,23,23,Michigan,37.80%,36.80%,35.90%,"2,468,009","2,396,564","6,520,661","6,674,856",2.00%,"20,742",0,0,"20,742",
1986,33,24,Minnesota,48.20%,46.80%,45.80%,"1,456,579","1,415,989","3,024,070","3,089,544",1.40%,"2,462","38,901","1,437","23,350",
1986,46,25,Mississippi,,29.40%,29.00%,,"523,563","1,782,721","1,804,699",0.50%,"6,747","6,458","3,454","13,430",
1986,34,26,Missouri,,40.40%,39.70%,,"1,477,327","3,655,213","3,717,988",0.80%,"10,309","33,819","5,229","32,448",
1986,64,27,Montana,57.10%,55.60%,55.00%,"326,436","317,862","572,113","577,604",0.80%,"1,111",0,0,"1,111",
1986,35,28,Nebraska,51.50%,50.30%,49.50%,"577,916","564,422","1,123,099","1,141,336",0.90%,"2,044","11,265",304,"7,981",
1986,65,29,Nevada,37.80%,37.40%,35.10%,"264,365","261,932","700,192","747,283",5.10%,"4,551","5,518","1,529","8,839",
1986,4,30,New Hampshire,33.80%,33.00%,32.40%,"257,410","250,966","760,526","775,686",1.90%,782,0,0,782,
1986,12,31,New Jersey,30.40%,28.80%,26.70%,"1,639,330","1,553,544","5,396,487","5,819,614",6.40%,"12,020","51,359","14,064","51,764",
1986,66,32,New Mexico,41.40%,40.00%,38.50%,"408,621","394,833","987,220","1,026,160",3.20%,"2,416","4,175","1,147","5,651",
1986,13,33,New York,36.50%,35.00%,31.80%,"4,481,718","4,293,971","12,263,480","13,512,043",8.70%,"38,449",0,"29,325","67,774",
1986,47,34,North Carolina,,34.20%,33.50%,,"1,591,330","4,653,016","4,749,053",1.00%,"17,698","58,644","3,322","50,342",
1986,36,35,North Dakota,62.30%,61.00%,60.50%,"295,177","289,013","473,962","477,812",0.70%,421,0,0,421,
1986,24,36,Ohio,46.60%,40.10%,39.60%,"3,628,870","3,121,189","7,781,083","7,891,503",1.10%,"22,463",0,0,"22,463",
1986,53,37,Oklahoma,40.80%,39.70%,38.80%,"934,447","909,925","2,290,182","2,343,190",1.30%,"9,708","22,740","1,670","22,748",
1986,72,38,Oregon,56.40%,54.90%,53.20%,"1,088,140","1,059,630","1,928,782","1,990,233",2.80%,"4,770",0,0,"4,770",
1986,14,39,Pennsylvania,,38.40%,37.80%,,"3,388,275","8,820,459","8,955,720",1.30%,"15,201",0,0,"15,201",
1986,5,40,Rhode Island,45.40%,43.00%,40.40%,"322,724","305,663","711,034","756,297",5.20%,"1,358","8,174",453,"5,898",
1986,48,41,South Carolina,31.90%,31.50%,30.90%,"763,493","753,751","2,393,329","2,437,430",0.80%,"11,676","21,110","3,066","25,297",
1986,37,42,South Dakota,,60.10%,59.70%,,"295,830","492,333","495,833",0.50%,"1,081",0,0,"1,081",
1986,54,43,Tennessee,,34.80%,34.30%,,"1,210,339","3,478,867","3,532,177",0.70%,"7,591","26,291","8,600","29,337",
1986,49,44,Texas,,31.90%,29.30%,,"3,442,368","10,786,533","11,732,625",6.00%,"38,534","290,074","57,509","241,080",
1986,67,45,Utah,43.50%,42.50%,41.50%,"445,499","435,111","1,024,337","1,049,339",2.40%,0,0,0,0,
1986,6,46,Vermont,54.30%,50.50%,49.70%,"211,709","196,716","389,843","396,034",1.60%,0,0,0,0,
1986,40,47,Virginia,,29.10%,28.10%,,"1,233,611","4,240,797","4,394,143",2.90%,"12,930","17,126","5,767","27,260",
1986,73,48,Washington,43.10%,42.40%,40.40%,"1,358,160","1,337,367","3,151,152","3,310,457",3.60%,"6,603","49,663","7,666","39,101",
1986,56,49,West Virginia,32.80%,29.90%,29.70%,"449,249","410,131","1,370,305","1,380,916",0.40%,"1,472","4,241",968,"4,561",
1986,25,50,Wisconsin,,44.50%,43.70%,,"1,526,960","3,432,034","3,495,584",1.20%,"5,736","24,648","3,854","21,914",
1986,68,51,Wyoming,51.30%,50.10%,49.30%,"168,615","164,720","328,971","334,385",1.00%,861,"1,840",337,"2,118",
1984,0,0,United States,0.00%,55.20%,53.30%,,"92,652,680","167,701,904","173,994,610",4.30%,"454,092","1,012,936","204,686","1,165,246","2,360,867"
1984,41,1,Alabama,,50.90%,50.30%,,"1,441,713","2,831,099","2,867,180",0.50%,"10,482","16,338","2,194","20,845",
1984,81,2,Alaska,62.10%,60.50%,58.60%,"213,173","207,605","343,030","354,410",2.30%,"1,967","2,064",147,"3,146",
1984,61,3,Arizona,48.90%,47.70%,45.30%,"1,051,339","1,025,897","2,151,391","2,263,826",4.20%,"7,845","16,687","1,660","17,849",
1984,42,4,Arkansas,,53.00%,52.30%,,"884,406","1,668,136","1,689,480",0.50%,"4,482","8,238","3,463","12,064",
1984,71,5,California,58.90%,57.20%,49.30%,"9,796,375","9,505,423","16,618,345","19,270,739",13.40%,"43,197",0,"30,645","73,842",
1984,62,6,Colorado,59.20%,57.10%,55.70%,"1,343,437","1,295,380","2,267,668","2,325,829",2.30%,"3,231",0,"1,709","4,940",
1984,1,7,Connecticut,64.80%,63.80%,60.30%,"1,490,946","1,466,900","2,300,533","2,431,057",4.10%,"5,718","46,681",868,"29,927",
1984,11,8,Delaware,58.40%,57.50%,55.90%,"258,182","254,572","442,354","455,312",1.50%,"2,202","6,373",830,"6,219",
