cas_num,com_id,com_nam,rep_typ,rep_yea,fin_amo,off,sta,dis,can_nam,lat_fil_not_fil,pai_yes_no,
"2825","C00369181","REPUBLICAN PARTY OF BEXAR COUNTY","Q2","2014","$220.00","","","","","L","Y",
"236","C00001313","REPUBLICAN PARTY OF MINNESOTA - FEDERAL","12G","2000","$16,000.00","","","","","N","Y",
"455","C00143743","REPUBLICAN PARTY OF TEXAS","YE","2000",,"","","","","L","N",
"956","C00241083","REPUBLICANS FOR CHOICE PAC","30G","2002","$2,700.00","","","","","N","Y",
"1483","C00241083","REPUBLICANS FOR CHOICE PAC","Q1","2006","$6,875.00","","","","","N","N",
"1517","C00241083","REPUBLICANS FOR CHOICE PAC","Q2","2006","$4,050.00","","","","","N","N",
"1784","C00241083","REPUBLICANS FOR CHOICE PAC","M2","2008","$217.00","","","","","L","Y",
"657","C00368548","REPUBLICANS FOR PHIL BRADLEY","Q2","2002","$1,850.00","H","SC","04","BRADLEY, PHILIP T","L","Y",
"787","C00368548","REPUBLICANS FOR PHIL BRADLEY","Q3","2002","$2,700.00","H","SC","04","BRADLEY, PHILIP T","N","Y",
"1005","C00368548","REPUBLICANS FOR PHIL BRADLEY","YE","2002","$1,350.00","H","SC","04","BRADLEY, PHILIP T","N","Y",
"1633","C00368696","RESPONSIBILITY AND FREEDOM WORK PAC (RFWPAC)","12G","2006","$500.00","","","","","L","Y",
"1679","C00368696","RESPONSIBILITY AND FREEDOM WORK PAC (RFWPAC)","30G","2006","$900.00","","","","","N","Y",
"1985","C00174011","RETAIL, WHOLESALE & DEPARTMENT STORE UNION COMMITTEE ON POLITICAL EDUCATION (RWDSU COPE)","12G","2008","$900.00","","","","","N","Y",
"1518","C00415067","REYNOLDS CONSTRUCTION MANAGEMENT INC PAC","Q2","2006","$6,500.00","","","","","L","Y",
"390","C00336065","REYNOLDS FOR CONGRESS","YE","2000","$500.00","H","NY","26","REYNOLDS, THOMAS M","L","Y",
"635","C00078196","RHODE ISLAND REPUBLICAN STATE CENTRAL COMMITTEE","Q1","2002","$3,500.00","","","","","N","Y",
"695","C00078196","RHODE ISLAND REPUBLICAN STATE CENTRAL COMMITTEE","Q2","2002","$3,500.00","","","","","N","Y",
"750","C00078196","RHODE ISLAND REPUBLICAN STATE CENTRAL COMMITTEE","Q3","2002","$1,250.00","","","","","N","Y",
"962","C00078196","RHODE ISLAND REPUBLICAN STATE CENTRAL COMMITTEE","30G","2002","$15,000.00","","","","","N","Y",
"1023","C00078196","RHODE ISLAND REPUBLICAN STATE CENTRAL COMMITTEE","YE","2002","$743.00","","","","","L","Y",
"2139","C00078196","RHODE ISLAND REPUBLICAN STATE CENTRAL COMMITTEE","Q1","2010","$330.00","","","","","N","Y",
"2803","C00078196","RHODE ISLAND REPUBLICAN STATE CENTRAL COMMITTEE","Q1","2014",,"","","","","L","N",
"1815","C00433128","RICARDO MUNOZ FOR CONGRESS","Q1","2008",,"H","IL","04","MUNOZ, RICARDO","N","N",
"1865","C00433128","RICARDO MUNOZ FOR CONGRESS","Q2","2008",,"H","IL","04","MUNOZ, RICARDO","N","N",
"2082","C00433128","RICARDO MUNOZ FOR CONGRESS","YE","2008",,"H","IL","04","MUNOZ, RICARDO","N","N",
"2732","C00514745","RICE FOR CONGRESS","YE","2012","$170.00","H","NJ","10","RICE, RONALD C","N","Y",
"1986","C00220053","RICELAND FOODS, INC. PAC","12G","2008","$600.00","","","","","N","Y",
"2593","C00499046","RICH BECKER FOR CONGRESS","Q3","2012","$2,970.00","H","NY","18","BECKER, RICHARD H","N","Y",
"2826","C00547299","RICHARD BOLGER FOR CONGRESS","Q2","2014","$550.00","H","VA","10","BOLGER, RICHARD OWEN","N","Y",
"18","C00347823","RICHARD CORDRAY FOR US SENATE COMMITTEE","Q2","2000","$725.00","S","OH","00","CORDRAY, RICHARD","L","Y",
"2242","C00473595","RICHARD LAKE FOR CONGRESS","Q3","2010","$990.00","H","CA","20","LAKE, RICHARD DAVID GEORGE","N","Y",
"2455","C00473595","RICHARD LAKE FOR CONGRESS","YE","2010",,"H","CA","20","LAKE, RICHARD DAVID GEORGE","N","N",
"3","C00261370","RICHARD POMBO FOR CONGRESS","Q2","2000","$2,800.00","H","CA","19","POMBO, RICHARD W","L","Y",
"182","C00261370","RICHARD POMBO FOR CONGRESS","12G","2000","$1,650.00","H","CA","19","POMBO, RICHARD W","L","Y",
"127","C00303602","RICK HILL FOR CONGRESS COMMITTEE","Q3","2000","$900.00","H","MT","00","HILL, RICK","N","Y",
"2090","C00436659","RICK NORIEGA FOR TEXAS","48H","2008","$3,073.00","S","TX","00","NORIEGA, RICHARD JOEL","N","Y",
"2262","C00481259","RICK WAUGH FOR CONGRESS","12G","2010","$505.00","H","VA","07","WAUGH , RICKARD ELIAN JR","L","Y",
"1729","C00416503","RIGGER FOR CONGRESS","YE","2006","$250.00","H","NY","19","RIGGER, DARREN J","N","Y",
"2664","C00141572","RIGHT TO LIFE/OREGON PAC","12G","2012","$550.00","","","","","N","Y",
"708","C00164392","RIGHT TO WORK POLITICAL ACTION COMMITTEE","M9","2002","$525.00","","","","","L","Y",
"1987","C00428268","RIGHT TRACK PAC","12G","2008","$220.00","","","","","L","Y",
"1519","C00386482","RIGHTMARCH.COM PAC INC","Q2","2006","$500.00","","","","","N","Y",
"862","C00243675","RIO TINTO AMERICA INC. PAC","12G","2002","$1,000.00","","","","","N","Y",
"313","C00104083","RITE AID CORPORATION PAC","30G","2000","$2,700.00","","","","","N","Y",
"367","C00104083","RITE AID CORPORATION PAC","12G","2000","$5,000.00","","","","","N","Y",
"324","C00100644","RIVERSIDE REPUBLICAN CENTRAL COMMITTEE","30G","2000","$1,800.00","","","","","N","Y",
"454","C00100644","RIVERSIDE REPUBLICAN CENTRAL COMMITTEE","YE","2000","$160.00","","","","","L","Y",
"733","C00100644","RIVERSIDE REPUBLICAN CENTRAL COMMITTEE","Q3","2002",,"","","","","L","N",
"1596","C00385377","ROAD TO VICTORY POLITICAL ACTION COMMITTEE","12G","2006","$900.00","","","","","N","Y",
"891","C00374231","ROB BISHOP FOR CONGRESS","30G","2002","$7,600.00","H","UT","01","BISHOP, ROBERT","L","Y",
"2486","C00480012","ROB FISHER FOR CONGRESS","Q1","2011","$60.00","H","MD","01","FISHER, ROBERT A JR","N","N",
"2456","C00474700","ROBBIE WILLS FOR CONGRESS","YE","2010","$550.00","H","AR","02","WILLS, ROBERT DALE JR","N","Y",
"246","C00350777","ROBERT W ROCK FOR CONGRESS","30G","2000","$4,500.00","H","IN","02","ROCK, ROBERT W","N","Y",
"1041","C00380345","ROBERTS 2002","48H","2002","$5,650.00","H","OK","03","ROBERTS, DARRYL F","N","N",
"2733","C00507202","ROBERTS FOR CONGRESS","YE","2012",,"H","TX","34","ROBERTS, MARVIN KIRBY","N","N",
"384","C00355784","ROBINSON COMMITTEE LLC","YE","2000","$250.00","S","MA","00","ROBINSON, JACK E","L","Y",
"2122","C00355784","ROBINSON COMMITTEE LLC","YE","2009","$6,050.00","S","MA","00","ROBINSON, JACK E","N","P",
"2178","C00355784","ROBINSON COMMITTEE LLC","Q2","2010","$131.00","S","MA","00","ROBINSON, JACK E","L","Y",
"1392","C00386359","ROBINSON FOR CONGRESS","48H","2004","$4,170.00","H","NC","08","ROBINSON, VERNON LUCIUS III","N","Y",
"1866","C00428185","ROBINSON FOR CONGRESS","Q2","2008","$500.00","H","MD","01","ROBINSON, CHRISTOPHER R","N","Y",
"2179","C00468173","ROBLAUER4CONGRESS.COM","Q2","2010","$40.00","H","NV","03","LAUER, ROBERT LELIE","N","Y",
"2900","C00549824","ROBLES FOR CONGRESS","30G","2014","$550.00","H","UT","02","ROBLES, LUZ M","N","Y",
"1","C00351312","ROD MARTIN FOR CONGRESS INC","Q2","2000","$775.00","H","AR","02","MARTIN, ROD D","L","Y",
"96","C00351312","ROD MARTIN FOR CONGRESS INC","Q3","2000","$475.00","H","AR","02","MARTIN, ROD D","L","Y",
"729","C00277152","ROGERS GROUP INC. POLITICAL ACTION COMMITTEE","Q3","2002","$1,050.00","","","","","L","Y",
"6","C00224691","ROHRABACHER FOR CONGRESS","Q2","2000","$500.00","H","CA","48","ROHRABACHER, DANA","L","Y",
"1112","C00391227","ROLLE FOR CONGRESS","Q1","2004","$900.00","H","MD","06","ROLLE, SCOTT LAWRENCE","N","Y",
"368","C00296822","ROLLS-ROYCE NORTH AMERICA HOLDINGS INC. PAC (ROLLS-ROYCE NORTH AMERICA PAC)","12G","2000","$1,000.00","","","","","N","Y",
"720","C00371955","RON DAUGHERTY FOR CONGRESS","Q3","2002",,"H","NC","10","DAUGHERTY, RONALD TYLER","N","N",
"803","C00371955","RON DAUGHERTY FOR CONGRESS","12G","2002",,"H","NC","10","DAUGHERTY, RONALD TYLER","N","N",
"2476","C00482984","RON JOHNSON FOR SENATE INC","48H","2010","$15,216.00","S","WI","00","JOHNSON, RONALD HAROLD","N","Y",
"2878","C00543538","RON LEACH FOR CONGRESS CAMPAIGN COMMITTEE","12G","2014","$550.00","H","KY","02","LEACH, RONALD ALLEN","N","P",
"2901","C00543538","RON LEACH FOR CONGRESS CAMPAIGN COMMITTEE","30G","2014","$2,827.00","H","KY","02","LEACH, RONALD ALLEN","L","P",
"32","C00349084","RONALD RICHARD DICKSON FOR US SENATOR","Q2","2000",,"S","OH","00","DICKSON, RONALD RICHARD","N","N",
"2734","C00504498","ROSE MEZA HARRISON FOR CONGRESS","YE","2012","$250.00","H","TX","27","HARRISON, ROSE MEZA","N","Y",
"2625","C00511220","ROSEANNE FOR PRESIDENT 2012","12G","2012","$550.00","P","US","00","BARR, ROSEANNE","N","Y",
"101","C00355008","ROSENTHAL FOR CONGRESS","Q3","2000",,"H","MN","04","ROSENTHAL, MARY FOSTER","L","N",
"643","C00376368","ROSS FOR CONGRESS","12P","2002","$6,000.00","H","NJ","07","ROSS, TYRONE CASS","N","N",
"670","C00376368","ROSS FOR CONGRESS","Q2","2002","$5,500.00","H","NJ","07","ROSS, TYRONE CASS","N","N",
"784","C00376368","ROSS FOR CONGRESS","Q3","2002","$6,875.00","H","NJ","07","ROSS, TYRONE CASS","N","N",
"1000","C00376368","ROSS FOR CONGRESS","YE","2002",,"H","NJ","07","ROSS, TYRONE CASS","N","N",
"1053","C00376368","ROSS FOR CONGRESS","Q1","2003","$9,625.00","H","NJ","07","ROSS, TYRONE CASS","N","N",
"1064","C00376368","ROSS FOR CONGRESS","Q2","2003","$9,625.00","H","NJ","07","ROSS, TYRONE CASS","N","N",
"1079","C00376368","ROSS FOR CONGRESS","Q3","2003","$11,000.00","H","NJ","07","ROSS, TYRONE CASS","N","N",
"1090","C00376368","ROSS FOR CONGRESS","YE","2003","$13,750.00","H","NJ","07","ROSS, TYRONE CASS","N","N",
"3003","C00532465","ROUNDS FOR SENATE","48H","2014","$4,350.00","S","SD","00","ROUNDS, MIKE","N","Y",
"2154","C00467282","ROY FOR CONGRESS","12P","2010","$1,430.00","H","OK","05","ROY, JOHNNY B","L","Y",
"2594","C00468652","RUDY MOISE FOR CONGRESS","Q3","2012","$2,970.00","H","FL","24","MOISE, RUDOLPH","N","Y",
"409","C00356980","RUSS FRANCIS FOR CONGRESS","YE","2000","$3,500.00","H","HI","02","FRANCIS, RUSSELL ROSS","N","N",
"129","C00351262","RUSTAD SENATE 2000","Q3","2000",,"S","NE","00","RUSTAD, ELLIOTT L","N","N",
"2457","C00462309","RUTH MCCLUNG FOR CONGRESS","YE","2010","$150.00","H","AZ","07","MCCLUNG, RUTH CRAWFORD","L","Y",
"2472","C00462309","RUTH MCCLUNG FOR CONGRESS","48H","2010","$3,621.00","H","AZ","07","MCCLUNG, RUTH CRAWFORD","N","Y",
"314","C00088435","RYDER SYSTEM INC. EMPLOYEES POLITICAL ACTION COMMITTEE","30G","2000","$900.00","","","","","N","Y",
"369","C00088435","RYDER SYSTEM INC. EMPLOYEES POLITICAL ACTION COMMITTEE","12G","2000","$1,000.00","","","","","N","Y",
"933","C00342246","S. C. JOHNSON & SON, INC POLITICAL ACTION COMMITTEE","30G","2002","$900.00","","","","","N","Y",
"1013","C00342246","S. C. JOHNSON & SON, INC POLITICAL ACTION COMMITTEE","YE","2002","$575.00","","","","","L","Y",
"1922","C00443556","SABRIN FOR SENATE","Q3","2008","$500.00","S","NJ","00","SABRIN, MURRAY","N","Y",
"1946","C00274423","SACRAMENTO COUNTY DEMOCRATIC CENTRAL COMMITTEE: UNITED CAMPAIGN COMMITTEE-FEDERAL","12G","2008","$1,400.00","","","","","N","Y",
"2108","C00274423","SACRAMENTO COUNTY DEMOCRATIC CENTRAL COMMITTEE: UNITED CAMPAIGN COMMITTEE-FEDERAL","M8","2009","$206.00","","","","","L","Y",
"1790","C00437871","SALAZAR COMISIONADO 2008","12P","2008","$1,400.00","H","PR","00","SALAZAR, ALFREDO","N","Y",
"1900","C00437871","SALAZAR COMISIONADO 2008","Q3","2008","$6,500.00","H","PR","00","SALAZAR, ALFREDO","L","Y",
"1953","C00437871","SALAZAR COMISIONADO 2008","48H","2008","$5,730.00","H","PR","00","SALAZAR, ALFREDO","N","Y",
"1395","C00397679","SALAZAR FOR SENATE","48H","2004","$5,500.00","S","CO","00","SALAZAR, KEN","N","Y",
"918","C00321158","SALEM COMMUNICATIONS CORPORATION POLITICAL ACTION COMMITTEE","30G","2002","$1,100.00","","","","","L","Y",
"1868","C00414078","SALI FOR CONGRESS","Q2","2008",,"H","ID","01","SALI, WILLIAM T.","L","N",
"2595","C00509620","SALOMON TORRES FOR CONGRESS","Q3","2012","$110.00","H","TX","34","TORRES, SALOMON","L","Y",
"692","C00363846","SALT PAC","Q2","2002","$3,500.00","","","","","N","Y",
"919","C00166512","SALTCHUK POLITICAL ACTION COMMITTEE","30G","2002","$825.00","","","","","L","Y",
"1771","C00411694","SALTCHUK RESOURCES, INC. PAC","YE","2007","$320.00","","","","","L","Y",
"388","C00352716","SAM BREGMAN FOR CONGRESS","YE","2000","$250.00","H","NM","01","BREGMAN, SAM","L","Y",
"1823","C00432484","SAM RASOUL FOR CONGRESS","12C","2008","$475.00","H","VA","06","RASOUL, SALAM ''SAM''","L","Y",
"1189","C00396655","SAN ANTONIO POLICE OFFICERS' ASSOCIATION POLITICAL ACTION COMMITTEE","Q3","2004","$450.00","","","","","L","Y",
"1484","C00396655","SAN ANTONIO POLICE OFFICERS' ASSOCIATION POLITICAL ACTION COMMITTEE","Q1","2006","$5,625.00","","","","","N","Y",
"1520","C00396655","SAN ANTONIO POLICE OFFICERS' ASSOCIATION POLITICAL ACTION COMMITTEE","Q2","2006","$1,350.00","","","","","N","Y",
"1566","C00396655","SAN ANTONIO POLICE OFFICERS' ASSOCIATION POLITICAL ACTION COMMITTEE","Q3","2006","$962.00","","","","","L","Y",
"53","C00014092","SAN BERNARDINO COUNTY REPUBLICAN CENTRAL COMMITTEE-FEDERAL","Q2","2000","$1,800.00","","","","","N","Y",
"325","C00014092","SAN BERNARDINO COUNTY REPUBLICAN CENTRAL COMMITTEE-FEDERAL","30G","2000",,"","","","","N","N",
"2458","C00014092","SAN BERNARDINO COUNTY REPUBLICAN CENTRAL COMMITTEE-FEDERAL","YE","2010","$115.00","","","","","L","Y",
"1680","C00409359","SAN MATEO COUNTY DEMOCRATIC CENTRAL COMMITTEE-FEDERAL","30G","2006","$500.00","","","","","N","Y",
"1730","C00409359","SAN MATEO COUNTY DEMOCRATIC CENTRAL COMMITTEE-FEDERAL","YE","2006","$500.00","","","","","N","Y",
"420","C00352906","SAND FOR SENATE 2000","YE","2000","$900.00","S","ND","00","SAND, DUANE ","N","N",
"717","C00266940","SANFORD BISHOP FOR CONGRESS","Q3","2002","$2,025.00","H","GA","02","BISHOP, SANFORD D JR","L","Y",
"1551","C00414268","SARDO FOR CONGRESS '06","Q3","2006","$160.00","H","CA","26","SARDO, S SONNY","L","Y",
"2871","C00561712","SARVIS FOR SENATE","Q3","2014","$522.00","S","VA","00","SARVIS, ROBERT CHRISTOPHER","L","Y",
"1765","C00435362","SAUERBERG FOR US SENATE","Q3","2007","$6,500.00","S","IL","00","SAUERBERG, STEVEN KENNETH","L","Y",
"1353","C00401398","SAULL FOR SENATE","YE","2004",,"S","FL","00","SAULL, KAREN","N","N",
"1759","C00407882","SAVE NEW YORK PAC","MY","2007","$6,300.00","","","","","L","Y",
"2685","C00405233","SCDCC: SONOMA CO. DEM. CEN.COM.","30G","2012","$155.00","","","","","L","Y",
"2140","C00421396","SCHERER FOR YOUR CONGRESSMAN","Q1","2010","$170.00","H","KS","03","SCHERER, THOMAS E MR.","L","Y",
"2459","C00468199","SCHIFF FOR SENATE","YE","2010","$3,850.00","S","CT","00","SCHIFF, PETER DAVID","N","Y",
"2507","C00468199","SCHIFF FOR SENATE","YE","2011","$312.00","S","CT","00","SCHIFF, PETER DAVID","N","Y",
"1521","C00423061","SCHLESINGER US SENATE","Q2","2006","$1,850.00","S","CT","00","SCHLESINGER, ALAN","L","Y",
"1909","C00445551","SCHMIDTKE FOR CONGRESS","48H","2008","$24,635.00","H","AL","02","SCHMIDTKE, CRAIG D","N","Y",
"395","C00338707","SCHWARTZ 2000 COMMITTEE","YE","2000","$250.00","S","PA","00","SCHWARTZ, ALLYSON Y","L","Y",
"1731","C00395822","SCHWARZ FOR CONGRESS","YE","2006","$250.00","H","MI","07","SCHWARZ, JOHN","N","Y",
"1751","C00395822","SCHWARZ FOR CONGRESS","Q1","2007","$3,500.00","H","MI","07","SCHWARZ, JOHN","N","Y",
"2634","C00512228","SCOLLO FOR CONGRESS","30G","2012","$2,970.00","H","PA","10","SCOLLO, PHILIP","N","P",
"2083","C00437152","SCONTRAS FOR CONGRESS","YE","2008","$300.00","H","ME","01","SCONTRAS, DEAN P","N","Y",
"2097","C00437152","SCONTRAS FOR CONGRESS","Q1","2009",,"H","ME","01","SCONTRAS, DEAN P","N","N",
"1356","C00403659","SCOTT FOR CONGRESS","YE","2004","$250.00","H","LA","05","SCOTT, JOHN WYETH","N","Y",
"2243","C00468264","SCOTT TAYLOR FOR CONGRESS","Q3","2010",,"H","VA","02","TAYLOR, SCOTT W","N","N",
"2244","C00468934","SCOTT WALLACE FOR US CONGRESS","Q3","2010","$330.00","H","AR","02","WALLACE, SCOTT","N","Y",
"2336","C00246736","SEABOARD CORPORATION POLITICAL ACTION COMMITTEE","12G","2010","$550.00","","","","","N","Y",
"2384","C00246736","SEABOARD CORPORATION POLITICAL ACTION COMMITTEE","30G","2010","$190.00","","","","","L","Y",
"782","C00370320","SEAN MAHONEY FOR CONGRESS","Q3","2002","$9,000.00","H","NH","01","MAHONEY, SEAN","N","Y",
"976","C00370320","SEAN MAHONEY FOR CONGRESS","YE","2002","$531.00","H","NH","01","MAHONEY, SEAN","L","Y",
"1816","C00443465","SEAN O'KANE FOR US CONGRESS COMMITTEE","Q1","2008","$4,500.00","H","IL","13","O'KANE, SEAN THOMAS","N","N",
"1869","C00443465","SEAN O'KANE FOR US CONGRESS COMMITTEE","Q2","2008",,"H","IL","13","O'KANE, SEAN THOMAS","N","N",
"1923","C00443465","SEAN O'KANE FOR US CONGRESS COMMITTEE","Q3","2008","$312.00","H","IL","13","O'KANE, SEAN THOMAS","N","Y",
"2141","C00457952","SEAN SALAZAR FOR SENATE","Q1","2010","$990.00","S","WA","00","SALAZAR, SEAN COREY","N","Y",
"1634","C00411611","SECURE PAC","12G","2006","$3,000.00","","","","","L","Y",
"229","C00067504","SECURITIES INDUSTRY AND FINANCIAL MARKETS ASSOCIATION FUND A","12G","2000","$1,000.00","","","","","N","Y",
"137","C00346833","SEEKINGS FOR CONGRESS","Q3","2000","$900.00","H","SC","01","SEEKINGS, MICHAEL S","N","Y",
"280","C00004036","SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)","30G","2000","$5,200.00","","","","","L","Y",
"920","C00375030","SELECT MILK PRODUCERS PAC","30G","2002","$2,250.00","","","","","L","Y",
"1635","C00402669","SERCO INC. POLITICAL ACTION COMMITTEE (SERCO PAC)","12G","2006","$600.00","","","","","L","Y",
"1871","C00402669","SERCO INC. POLITICAL ACTION COMMITTEE (SERCO PAC)","Q2","2008","$400.00","","","","","L","Y",
"1534","C00240986","SERRANO FOR CONGRESS","12P","2006","$900.00","H","NY","15","SERRANO, JOSE E.","L","Y",
"316","C00340752","SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 434-B FEDERAL COPE","30G","2000","$2,700.00","","","","","N","Y",
"582","C00340752","SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 434-B FEDERAL COPE","YE","2001","$3,375.00","","","","","N","Y",
"315","C00323451","SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL NO 99 FEDERAL POLITICAL ACTION COMMITTEE","30G","2000","$504.00","","","","","N","Y",
"581","C00323451","SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL NO 99 FEDERAL POLITICAL ACTION COMMITTEE","YE","2001","$3,375.00","","","","","N","Y",
"281","C00224618","SERVICES GROUP OF AMERICA POLITICAL ACTION COMMITTEE (SGA PAC)","30G","2000","$400.00","","","","","L","Y",
"370","C00224618","SERVICES GROUP OF AMERICA POLITICAL ACTION COMMITTEE (SGA PAC)","12G","2000","$1,000.00","","","","","N","Y",
"2245","C00463497","SHADWICK FOR CONGRESS","Q3","2010","$250.00","H","KS","01","SHADWICK, MONTE","N","Y",
"2831","C00499137","SHARON SUND FOR CONGRESS","12P","2014","$210.00","H","MN","03","SUND, SHARON ","L","Y",
"2902","C00499137","SHARON SUND FOR CONGRESS","30G","2014","$550.00","H","MN","03","SUND, SHARON ","N","N",
"1134","C00384388","SHARPTON 2004","M4","2004","$1,600.00","P","US","00","SHARPTON, REV ALFRED C","L","N",
"1138","C00384388","SHARPTON 2004","M5","2004","$175.00","P","US","00","SHARPTON, REV ALFRED C","N","N",
"1269","C00384388","SHARPTON 2004","M12","2004","$375.00","P","US","00","SHARPTON, REV ALFRED C","N","N",
"921","C00169490","SHEET METAL WORKERS INTERNATIONAL ASSOCIATION LOCAL 28 POLITICAL ACTION COMMITTEE","30G","2002","$2,175.00","","","","","L","Y",
"1870","C00169490","SHEET METAL WORKERS INTERNATIONAL ASSOCIATION LOCAL 28 POLITICAL ACTION COMMITTEE","Q2","2008","$3,475.00","","","","","L","Y",
"922","C00189266","SHEET METAL WORKERS LOCAL 100 POLITICAL ACTION COMMITTEE (100 PAC)","30G","2002","$625.00","","","","","L","Y",
"1901","C00189266","SHEET METAL WORKERS LOCAL 100 POLITICAL ACTION COMMITTEE (100 PAC)","Q3","2008",,"","","","","N","N",
"1197","C00406793","SHELBY COUNTY DEMOCRATIC EXECUTIVE COMMITTEE","Q3","2004","$1,650.00","","","","","L","Y",
"2635","C00509588","SHELDON FOR CONGRESS","30G","2012","$380.00","H","MA","09","SHELDON, CHRISTOPHER","L","Y",
"2246","C00473512","SHELDON GOLDSTEIN FOR CONGRESS","Q3","2010",,"H","TX","30","GOLDSTEIN, SHELDON","N","N",
"1947","C00039503","SHELL OIL COMPANY EMPLOYEES' POLITICAL AWARENESS COMMITTEE","12G","2008",,"","","","","N","N",
"2830","C00557645","SHEROW FOR CONGRESS","12P","2014","$220.00","H","KS","01","SHEROW, JAMES EARL","L","Y",
"2419","C00453498","SHOLLEY FOR CONGRESS","YE","2010","$550.00","H","MA","04","SHOLLEY, EARL HENRY","N","Y",
"1485","C00410308","SHORE PAC","Q1","2006","$200.00","","","","","L","Y",
"2247","C00471516","SIAS FOR CONGRESS","Q3","2010","$3,850.00","H","CO","07","SIAS, LANGHORNE C","N","Y",
"2385","C00432765","SILK PAC","30G","2010","$205.00","","","","","L","Y",
"173","C00343194","SILLS CUMMIS RADIN TISCHMAN EPSTEIN & GROSS FEDERAL PAC INC (SILLS FEDERAL PAC INC)","Q3","2000","$1,000.00","","","","","N","Y",
"448","C00343194","SILLS CUMMIS RADIN TISCHMAN EPSTEIN & GROSS FEDERAL PAC INC (SILLS FEDERAL PAC INC)","YE","2000",,"","","","","L","N",
"1245","C00393819","SIMON PRISTOOP FOR CONGRESS COMMITTEE","12G","2004",,"H","FL","15","PRISTOOP, SIMON M","N","N",
"1286","C00393819","SIMON PRISTOOP FOR CONGRESS COMMITTEE","30G","2004","$195.00","H","FL","15","PRISTOOP, SIMON M","L","Y",
"2180","C00467712","SINGH FOR CONGRESS","Q2","2010","$250.00","H","CA","27","SINGH, NAVRAJ","N","Y",
"2248","C00467712","SINGH FOR CONGRESS","Q3","2010",,"H","CA","27","SINGH, NAVRAJ","N","N",
"1828","C00410753","SIRES FOR CONGRESS","12P","2008","$2,550.00","H","NJ","08","SIRES, ALBIO","L","Y",
"193","C00153478","SISISKY FOR CONGRESS","12G","2000","$325.00","H","VA","04","SISISKY, NORMAN","L","Y",
"1211","C00392027","SITTER FOR CONGRESS","Q3","2004","$900.00","H","CO","03","SITTER, DOUGLAS RICHARD","N","Y",
"1350","C00392027","SITTER FOR CONGRESS","YE","2004","$312.00","H","CO","03","SITTER, DOUGLAS RICHARD","N","Y",
"1752","C00419820","SKINNER FOR CONGRESS 06","Q1","2007","$500.00","H","MI","11","SKINNER, NANCY ANN","N","Y",
"1111","C00388843","SKINNER FOR SENATE 2004","Q1","2004","$500.00","S","IL","00","SKINNER, NANCY","N","Y",
"1355","C00388843","SKINNER FOR SENATE 2004","YE","2004","$1,125.00","S","IL","00","SKINNER, NANCY","N","Y",
"704","C00368118","SKORSKI FOR CONGRESS","12P","2002",,"H","NY","04","SKORSKI, ALAN","N","N",
"785","C00368118","SKORSKI FOR CONGRESS","Q3","2002","$1,800.00","H","NY","04","SKORSKI, ALAN","N","N",
"1002","C00368118","SKORSKI FOR CONGRESS","YE","2002","$2,700.00","H","NY","04","SKORSKI, ALAN","N","N",
"1361","C00389759","SMITH FOR CONGRESS LLC","YE","2004","$250.00","H","MO","03","SMITH, MARK","N","Y",
"2460","C00461038","SMOOT FOR CONGRESS","YE","2010","$250.00","H","AL","07","SMOOT, SHEILA","N","Y",
"1636","C00392621","SNOW PAC","12G","2006","$1,400.00","","","","","N","Y",
"800","C00334441","SNYDER FOR CONGRESS CAMPAIGN COMMITTEE","12G","2002","$2,000.00","H","AR","02","SNYDER, VICTOR F","N","Y",
"1184","C00399345","SOCAS FOR CONGRESS","48H","2004","$7,830.00","H","VA","10","SOCAS, JAMES ROBERT","N","N",
"1377","C00399345","SOCAS FOR CONGRESS","YE","2004","$11,875.00","H","VA","10","SOCAS, JAMES ROBERT","N","N",
"1405","C00399345","SOCAS FOR CONGRESS","Q1","2005","$11,875.00","H","VA","10","SOCAS, JAMES ROBERT","N","N",
"1422","C00399345","SOCAS FOR CONGRESS","Q2","2005","$14,250.00","H","VA","10","SOCAS, JAMES ROBERT","N","N",
"1433","C00399345","SOCAS FOR CONGRESS","Q3","2005",,"H","VA","10","SOCAS, JAMES ROBERT","N","N",
"1637","C00381459","SOCIETY FOR VASCULAR SURGERY POLITICAL ACTION COMMITTEE","12G","2006","$500.00","","","","","N","Y",
"1988","C00381459","SOCIETY FOR VASCULAR SURGERY POLITICAL ACTION COMMITTEE","12G","2008","$625.00","","","","","N","Y",
"1989","C00120030","SOCIETY OF INDEPENDENT GASOLINE MARKETERS OF AMERICA PAC","12G","2008","$600.00","","","","","N","Y",
"620","C00325936","SOCIETY OF THORACIC SURGEONS POLITICAL ACTION COMMITTEE","Q1","2002","$550.00","","","","","L","Y",
"722","C00325936","SOCIETY OF THORACIC SURGEONS POLITICAL ACTION COMMITTEE","Q3","2002","$1,187.50","","","","","L","Y",
"871","C00325936","SOCIETY OF THORACIC SURGEONS POLITICAL ACTION COMMITTEE","12G","2002","$1,250.00","","","","","N","Y",
